"vals","group",".sample"
0.794464033151244,1,2
0.847228719176429,2,2
0.837378118098866,1,2
0.842462213031176,2,2
0.772597762278297,2,2
0.798201054155607,1,2
0.831395773137583,1,2
0.824401144455209,1,2
0.82068845860823,2,2
0.833366842343497,2,2
0.805407697299466,2,2
0.839241274298372,2,2
0.842832970711839,1,2
0.821223009560575,1,2
0.782747377490594,1,2
0.806345147113521,1,2
0.846683995921739,2,2
0.854707672935803,1,2
0.840724886840368,1,2
0.835146813606795,1,2
0.908565640494225,2,2
0.840040475698026,2,2
0.808352772062873,1,2
0.821616305597062,1,2
0.785224853627579,2,2
0.877275385418616,2,2
0.789833491481768,2,2
0.843894411089493,1,2
0.794627264178359,2,2
0.838014312330937,2,2
0.872455654564021,1,2
0.790727988630742,1,2
0.872492020561074,2,2
0.771393737286917,2,2
0.802536890534776,1,2
0.799916400846103,1,2
0.800280944404982,2,2
0.861083339245106,2,2
0.841109171662176,1,2
0.816129001094091,2,2
0.845026235528004,2,2
0.81890484771182,2,2
0.817196553964872,1,2
0.810450420693586,2,2
0.834943066454926,1,2
0.852012810421022,2,2
0.774949282849813,2,2
0.879669849239299,2,2
0.828708089165496,2,2
0.834784338458189,1,2
0.791625662391421,2,2
0.742812037516984,2,2
0.798865116750071,1,2
0.816500067699527,1,2
0.821815177005219,1,2
0.839716919542355,1,2
0.7935035363458,2,2
0.777934327862785,1,2
0.837316271477613,1,2
0.770272030818329,2,2
0.786314515154977,1,2
0.797924708716065,1,2
0.84036772807545,1,2
0.797902371236467,1,2
0.7896127583227,1,2
0.844519306642365,2,2
0.83432092498396,2,2
0.785711920011349,1,2
0.772658864915293,2,2
0.863687864424753,1,2
0.823335411737256,1,2
0.82180308446386,2,2
0.853389829831113,1,2
0.785977226419354,1,2
0.829986364127621,1,2
0.830366737822177,2,2
0.801463144279965,2,2
0.845039866785897,1,2
0.813737275212394,1,2
0.815146270855056,2,2
0.857360242972118,1,2
0.792626955428472,1,2
0.808829793970884,2,2
0.834467813201649,1,2
0.810969858537917,2,2
0.800144547789086,2,2
0.848064308912414,1,2
0.840009254120984,2,2
0.878705988714297,2,2
0.861097003343173,1,2
0.841515451731502,2,2
0.867242405556555,2,2
0.820370477990823,1,2
0.840527941278108,2,2
0.82479755904027,1,2
0.868850734727795,1,2
0.859572510289894,1,2
0.872640777650827,1,2
0.894110216001338,1,2
0.86824995505812,2,2
0.865760156506781,2,2
0.806065920206169,2,2
0.835463457694681,1,2
0.824614532506618,2,2
0.868894983299038,2,2
0.836595062855689,1,2
0.886410649698222,1,2
0.801044853881887,1,2
0.839286849988503,1,2
0.890324596577875,1,2
0.841753751651833,2,2
0.883515339431161,2,2
0.794197238921657,1,2
0.793231883768923,1,2
0.807345718404436,1,2
0.824935251297406,2,2
0.809507426027425,1,2
0.861910580402354,2,2
0.883569107832746,2,2
0.851731026417569,2,2
0.79246302044768,2,2
0.84582147460287,2,2
0.857697424562562,2,2
0.81567296318702,1,2
0.806662161899162,2,2
0.801269913109832,2,2
0.811559961275214,2,2
0.8379327990324,2,2
0.830719798903579,1,2
0.883402145997146,1,2
0.821446824145523,1,2
0.846838047021219,1,2
0.798093221993891,1,2
0.835285359898995,1,2
0.854695822558287,1,2
0.822645165114348,1,2
0.844017546963952,2,2
0.778707809364001,2,2
0.840491844741884,1,2
0.815077543665,2,2
0.878724619064818,1,2
0.851206793783953,2,2
0.831842827727243,1,2
0.855642951687501,1,2
0.826362969470155,1,2
0.781742966982276,2,2
0.890410997743015,2,2
0.850224944658157,2,2
0.847513526185533,1,2
0.83667502063809,2,2
0.787778419294981,2,2
0.885852285346018,2,2
0.806398748648062,1,2
0.847299024315229,2,2
0.851578529284185,2,2
0.833842873513761,1,2
0.807794085666215,1,2
0.843069209736392,1,2
0.810631944501732,2,2
0.847596346811178,1,2
0.806565152261635,2,2
0.814891291003559,2,2
0.877683842421035,1,2
0.830949677267191,1,2
0.883261947154611,1,2
0.821379056845011,1,2
0.876004676180537,2,2
0.844717286245963,2,2
0.852641437017544,1,2
0.824113341039239,1,2
0.809290736521803,1,2
0.8504870135008,2,2
0.847828966309835,2,2
0.813772636643653,1,2
0.882287162594777,2,2
0.865818079053183,1,2
0.819989587707052,1,2
0.891684529440522,2,2
0.830967741409201,2,2
0.83812322635773,2,2
0.899596678949359,2,2
0.831049735102235,2,2
0.793750201533668,2,3
0.860681593584593,1,3
0.847269429673401,2,3
0.817606270852498,1,3
0.768062957914867,1,3
0.795343586590511,2,3
0.842491356278291,2,3
0.83328302174926,2,3
0.82600814795127,2,3
0.807198205812012,2,3
0.794464033151244,2,3
0.847228719176429,2,3
0.837378118098866,1,3
0.842462213031176,2,3
0.772597762278297,1,3
0.798201054155607,1,3
0.831395773137583,2,3
0.824401144455209,1,3
0.82068845860823,2,3
0.833366842343497,2,3
0.805407697299466,2,3
0.839241274298372,2,3
0.842832970711839,1,3
0.821223009560575,2,3
0.782747377490594,2,3
0.806345147113521,2,3
0.846683995921739,2,3
0.854707672935803,2,3
0.840724886840368,1,3
0.835146813606795,1,3
0.908565640494225,1,3
0.840040475698026,1,3
0.808352772062873,2,3
0.821616305597062,1,3
0.785224853627579,1,3
0.877275385418616,1,3
0.789833491481768,1,3
0.843894411089493,2,3
0.794627264178359,1,3
0.838014312330937,2,3
0.872455654564021,1,3
0.790727988630742,1,3
0.872492020561074,1,3
0.771393737286917,2,3
0.802536890534776,1,3
0.799916400846103,2,3
0.800280944404982,2,3
0.861083339245106,1,3
0.841109171662176,2,3
0.816129001094091,1,3
0.845026235528004,1,3
0.81890484771182,1,3
0.817196553964872,2,3
0.810450420693586,2,3
0.834943066454926,2,3
0.852012810421022,1,3
0.774949282849813,1,3
0.879669849239299,1,3
0.828708089165496,1,3
0.834784338458189,2,3
0.791625662391421,2,3
0.742812037516984,1,3
0.798865116750071,2,3
0.816500067699527,1,3
0.821815177005219,1,3
0.839716919542355,1,3
0.7935035363458,1,3
0.777934327862785,1,3
0.837316271477613,1,3
0.770272030818329,2,3
0.786314515154977,2,3
0.797924708716065,2,3
0.84036772807545,1,3
0.797902371236467,1,3
0.7896127583227,1,3
0.844519306642365,2,3
0.83432092498396,1,3
0.785711920011349,2,3
0.772658864915293,2,3
0.863687864424753,1,3
0.823335411737256,2,3
0.82180308446386,2,3
0.853389829831113,1,3
0.785977226419354,1,3
0.829986364127621,1,3
0.830366737822177,2,3
0.801463144279965,2,3
0.845039866785897,2,3
0.813737275212394,2,3
0.815146270855056,1,3
0.857360242972118,1,3
0.792626955428472,1,3
0.808829793970884,1,3
0.834467813201649,1,3
0.810969858537917,1,3
0.800144547789086,1,3
0.848064308912414,1,3
0.840009254120984,1,3
0.878705988714297,1,3
0.861097003343173,2,3
0.841515451731502,2,3
0.867242405556555,1,3
0.820370477990823,1,3
0.840527941278108,1,3
0.82479755904027,2,3
0.868850734727795,2,3
0.859572510289894,2,3
0.872640777650827,2,3
0.894110216001338,2,3
0.86824995505812,1,3
0.865760156506781,2,3
0.806065920206169,2,3
0.835463457694681,1,3
0.824614532506618,1,3
0.868894983299038,2,3
0.836595062855689,1,3
0.886410649698222,2,3
0.801044853881887,2,3
0.839286849988503,2,3
0.890324596577875,1,3
0.841753751651833,2,3
0.883515339431161,1,3
0.794197238921657,2,3
0.793231883768923,2,3
0.807345718404436,2,3
0.824935251297406,2,3
0.809507426027425,1,3
0.861910580402354,2,3
0.883569107832746,1,3
0.851731026417569,1,3
0.79246302044768,2,3
0.84582147460287,1,3
0.857697424562562,2,3
0.81567296318702,1,3
0.806662161899162,2,3
0.801269913109832,1,3
0.811559961275214,2,3
0.8379327990324,1,3
0.830719798903579,2,3
0.883402145997146,2,3
0.821446824145523,2,3
0.846838047021219,1,3
0.798093221993891,1,3
0.835285359898995,2,3
0.854695822558287,1,3
0.822645165114348,2,3
0.844017546963952,2,3
0.778707809364001,1,3
0.840491844741884,1,3
0.815077543665,1,3
0.878724619064818,2,3
0.851206793783953,2,3
0.831842827727243,1,3
0.855642951687501,2,3
0.826362969470155,2,3
0.781742966982276,1,3
0.890410997743015,1,3
0.850224944658157,1,3
0.847513526185533,1,3
0.83667502063809,2,3
0.787778419294981,1,3
0.885852285346018,1,3
0.806398748648062,1,3
0.847299024315229,1,3
0.851578529284185,2,3
0.833842873513761,2,3
0.807794085666215,2,3
0.843069209736392,2,3
0.810631944501732,1,3
0.847596346811178,1,3
0.806565152261635,1,3
0.814891291003559,1,3
0.877683842421035,1,3
0.830949677267191,1,3
0.883261947154611,1,3
0.821379056845011,2,3
0.876004676180537,1,3
0.844717286245963,2,3
0.852641437017544,1,3
0.824113341039239,2,3
0.809290736521803,2,3
0.8504870135008,2,3
0.847828966309835,2,3
0.813772636643653,1,3
0.882287162594777,1,3
0.865818079053183,2,3
0.819989587707052,2,3
0.891684529440522,2,3
0.830967741409201,2,3
0.83812322635773,2,3
0.899596678949359,2,3
0.831049735102235,2,3
0.793750201533668,1,4
0.860681593584593,2,4
0.847269429673401,2,4
0.817606270852498,2,4
0.768062957914867,1,4
0.795343586590511,2,4
0.842491356278291,2,4
0.83328302174926,2,4
0.82600814795127,2,4
0.807198205812012,1,4
0.794464033151244,1,4
0.847228719176429,2,4
0.837378118098866,2,4
0.842462213031176,1,4
0.772597762278297,1,4
0.798201054155607,1,4
0.831395773137583,1,4
0.824401144455209,1,4
0.82068845860823,1,4
0.833366842343497,2,4
0.805407697299466,2,4
0.839241274298372,2,4
0.842832970711839,2,4
0.821223009560575,2,4
0.782747377490594,2,4
0.806345147113521,2,4
0.846683995921739,2,4
0.854707672935803,2,4
0.840724886840368,2,4
0.835146813606795,2,4
0.908565640494225,2,4
0.840040475698026,2,4
0.808352772062873,2,4
0.821616305597062,2,4
0.785224853627579,1,4
0.877275385418616,2,4
0.789833491481768,2,4
0.843894411089493,1,4
0.794627264178359,1,4
0.838014312330937,1,4
0.872455654564021,1,4
0.790727988630742,2,4
0.872492020561074,2,4
0.771393737286917,1,4
0.802536890534776,2,4
0.799916400846103,2,4
0.800280944404982,1,4
0.861083339245106,2,4
0.841109171662176,2,4
0.816129001094091,1,4
0.845026235528004,2,4
0.81890484771182,2,4
0.817196553964872,2,4
0.810450420693586,1,4
0.834943066454926,2,4
0.852012810421022,2,4
0.774949282849813,2,4
0.879669849239299,2,4
0.828708089165496,2,4
0.834784338458189,2,4
0.791625662391421,1,4
0.742812037516984,2,4
0.798865116750071,2,4
0.816500067699527,2,4
0.821815177005219,1,4
0.839716919542355,1,4
0.7935035363458,2,4
0.777934327862785,1,4
0.837316271477613,1,4
0.770272030818329,1,4
0.786314515154977,1,4
0.797924708716065,1,4
0.84036772807545,2,4
0.797902371236467,1,4
0.7896127583227,1,4
0.844519306642365,2,4
0.83432092498396,2,4
0.785711920011349,1,4
0.772658864915293,1,4
0.863687864424753,2,4
0.823335411737256,2,4
0.82180308446386,1,4
0.853389829831113,1,4
0.785977226419354,1,4
0.829986364127621,1,4
0.830366737822177,1,4
0.801463144279965,1,4
0.845039866785897,1,4
0.813737275212394,1,4
0.815146270855056,1,4
0.857360242972118,1,4
0.792626955428472,1,4
0.808829793970884,2,4
0.834467813201649,2,4
0.810969858537917,2,4
0.800144547789086,1,4
0.848064308912414,1,4
0.840009254120984,2,4
0.878705988714297,2,4
0.861097003343173,2,4
0.841515451731502,2,4
0.867242405556555,1,4
0.820370477990823,2,4
0.840527941278108,1,4
0.82479755904027,1,4
0.868850734727795,2,4
0.859572510289894,2,4
0.872640777650827,2,4
0.894110216001338,2,4
0.86824995505812,1,4
0.865760156506781,1,4
0.806065920206169,1,4
0.835463457694681,1,4
0.824614532506618,1,4
0.868894983299038,1,4
0.836595062855689,1,4
0.886410649698222,1,4
0.801044853881887,2,4
0.839286849988503,1,4
0.890324596577875,1,4
0.841753751651833,2,4
0.883515339431161,1,4
0.794197238921657,2,4
0.793231883768923,2,4
0.807345718404436,1,4
0.824935251297406,2,4
0.809507426027425,1,4
0.861910580402354,1,4
0.883569107832746,2,4
0.851731026417569,1,4
0.79246302044768,1,4
0.84582147460287,1,4
0.857697424562562,2,4
0.81567296318702,2,4
0.806662161899162,1,4
0.801269913109832,1,4
0.811559961275214,2,4
0.8379327990324,2,4
0.830719798903579,1,4
0.883402145997146,1,4
0.821446824145523,1,4
0.846838047021219,1,4
0.798093221993891,1,4
0.835285359898995,2,4
0.854695822558287,2,4
0.822645165114348,2,4
0.844017546963952,1,4
0.778707809364001,1,4
0.840491844741884,1,4
0.815077543665,2,4
0.878724619064818,1,4
0.851206793783953,1,4
0.831842827727243,2,4
0.855642951687501,1,4
0.826362969470155,1,4
0.781742966982276,2,4
0.890410997743015,1,4
0.850224944658157,1,4
0.847513526185533,2,4
0.83667502063809,1,4
0.787778419294981,1,4
0.885852285346018,1,4
0.806398748648062,1,4
0.847299024315229,1,4
0.851578529284185,2,4
0.833842873513761,1,4
0.807794085666215,2,4
0.843069209736392,1,4
0.810631944501732,2,4
0.847596346811178,2,4
0.806565152261635,2,4
0.814891291003559,2,4
0.877683842421035,1,4
0.830949677267191,2,4
0.883261947154611,2,4
0.821379056845011,2,4
0.876004676180537,1,4
0.844717286245963,2,4
0.852641437017544,1,4
0.824113341039239,2,4
0.809290736521803,1,4
0.8504870135008,2,4
0.847828966309835,2,4
0.813772636643653,1,4
0.882287162594777,1,4
0.865818079053183,1,4
0.819989587707052,2,4
0.891684529440522,2,4
0.830967741409201,1,4
0.83812322635773,1,4
0.899596678949359,2,4
0.831049735102235,2,4
0.793750201533668,2,5
0.860681593584593,2,5
0.847269429673401,1,5
0.817606270852498,1,5
0.768062957914867,1,5
0.795343586590511,1,5
0.842491356278291,1,5
0.83328302174926,1,5
0.82600814795127,2,5
0.807198205812012,1,5
0.794464033151244,2,5
0.847228719176429,2,5
0.837378118098866,1,5
0.842462213031176,1,5
0.772597762278297,1,5
0.798201054155607,2,5
0.831395773137583,1,5
0.824401144455209,1,5
0.82068845860823,2,5
0.833366842343497,2,5
0.805407697299466,2,5
0.839241274298372,1,5
0.842832970711839,2,5
0.821223009560575,2,5
0.782747377490594,2,5
0.806345147113521,2,5
0.846683995921739,1,5
0.854707672935803,1,5
0.840724886840368,1,5
0.835146813606795,1,5
0.908565640494225,1,5
0.840040475698026,2,5
0.808352772062873,1,5
0.821616305597062,1,5
0.785224853627579,1,5
0.877275385418616,2,5
0.789833491481768,2,5
0.843894411089493,2,5
0.794627264178359,1,5
0.838014312330937,1,5
0.872455654564021,1,5
0.790727988630742,2,5
0.872492020561074,2,5
0.771393737286917,1,5
0.802536890534776,2,5
0.799916400846103,1,5
0.800280944404982,1,5
0.861083339245106,1,5
0.841109171662176,1,5
0.816129001094091,1,5
0.845026235528004,1,5
0.81890484771182,2,5
0.817196553964872,1,5
0.810450420693586,2,5
0.834943066454926,1,5
0.852012810421022,1,5
0.774949282849813,2,5
0.879669849239299,2,5
0.828708089165496,1,5
0.834784338458189,1,5
0.791625662391421,2,5
0.742812037516984,2,5
0.798865116750071,2,5
0.816500067699527,2,5
0.821815177005219,1,5
0.839716919542355,2,5
0.7935035363458,2,5
0.777934327862785,2,5
0.837316271477613,1,5
0.770272030818329,2,5
0.786314515154977,2,5
0.797924708716065,1,5
0.84036772807545,1,5
0.797902371236467,2,5
0.7896127583227,2,5
0.844519306642365,1,5
0.83432092498396,2,5
0.785711920011349,1,5
0.772658864915293,1,5
0.863687864424753,2,5
0.823335411737256,1,5
0.82180308446386,2,5
0.853389829831113,2,5
0.785977226419354,2,5
0.829986364127621,1,5
0.830366737822177,2,5
0.801463144279965,1,5
0.845039866785897,1,5
0.813737275212394,1,5
0.815146270855056,1,5
0.857360242972118,2,5
0.792626955428472,1,5
0.808829793970884,1,5
0.834467813201649,2,5
0.810969858537917,1,5
0.800144547789086,2,5
0.848064308912414,2,5
0.840009254120984,1,5
0.878705988714297,1,5
0.861097003343173,1,5
0.841515451731502,2,5
0.867242405556555,1,5
0.820370477990823,1,5
0.840527941278108,1,5
0.82479755904027,2,5
0.868850734727795,2,5
0.859572510289894,1,5
0.872640777650827,1,5
0.894110216001338,2,5
0.86824995505812,2,5
0.865760156506781,1,5
0.806065920206169,1,5
0.835463457694681,2,5
0.824614532506618,1,5
0.868894983299038,1,5
0.836595062855689,2,5
0.886410649698222,2,5
0.801044853881887,2,5
0.839286849988503,2,5
0.890324596577875,1,5
0.841753751651833,2,5
0.883515339431161,1,5
0.794197238921657,2,5
0.793231883768923,2,5
0.807345718404436,2,5
0.824935251297406,1,5
0.809507426027425,1,5
0.861910580402354,2,5
0.883569107832746,1,5
0.851731026417569,1,5
0.79246302044768,1,5
0.84582147460287,2,5
0.857697424562562,1,5
0.81567296318702,1,5
0.806662161899162,2,5
0.801269913109832,1,5
0.811559961275214,2,5
0.8379327990324,1,5
0.830719798903579,2,5
0.883402145997146,2,5
0.821446824145523,2,5
0.846838047021219,2,5
0.798093221993891,1,5
0.835285359898995,2,5
0.854695822558287,1,5
0.822645165114348,2,5
0.844017546963952,2,5
0.778707809364001,2,5
0.840491844741884,2,5
0.815077543665,2,5
0.878724619064818,1,5
0.851206793783953,2,5
0.831842827727243,1,5
0.855642951687501,2,5
0.826362969470155,2,5
0.781742966982276,2,5
0.890410997743015,1,5
0.850224944658157,1,5
0.847513526185533,2,5
0.83667502063809,1,5
0.787778419294981,1,5
0.885852285346018,2,5
0.806398748648062,2,5
0.847299024315229,1,5
0.851578529284185,2,5
0.833842873513761,1,5
0.807794085666215,2,5
0.843069209736392,2,5
0.810631944501732,1,5
0.847596346811178,2,5
0.806565152261635,2,5
0.814891291003559,1,5
0.877683842421035,2,5
0.830949677267191,1,5
0.883261947154611,2,5
0.821379056845011,1,5
0.876004676180537,1,5
0.844717286245963,1,5
0.852641437017544,2,5
0.824113341039239,2,5
0.809290736521803,1,5
0.8504870135008,2,5
0.847828966309835,2,5
0.813772636643653,2,5
0.882287162594777,2,5
0.865818079053183,2,5
0.819989587707052,1,5
0.891684529440522,2,5
0.830967741409201,1,5
0.83812322635773,1,5
0.899596678949359,2,5
0.831049735102235,1,5
0.793750201533668,1,6
0.860681593584593,1,6
0.847269429673401,2,6
0.817606270852498,2,6
0.768062957914867,2,6
0.795343586590511,2,6
0.842491356278291,1,6
0.83328302174926,1,6
0.82600814795127,1,6
0.807198205812012,1,6
0.794464033151244,2,6
0.847228719176429,2,6
0.837378118098866,1,6
0.842462213031176,1,6
0.772597762278297,1,6
0.798201054155607,2,6
0.831395773137583,2,6
0.824401144455209,1,6
0.82068845860823,2,6
0.833366842343497,2,6
0.805407697299466,2,6
0.839241274298372,2,6
0.842832970711839,2,6
0.821223009560575,2,6
0.782747377490594,2,6
0.806345147113521,1,6
0.846683995921739,1,6
0.854707672935803,1,6
0.840724886840368,1,6
0.835146813606795,2,6
0.908565640494225,2,6
0.840040475698026,2,6
0.808352772062873,1,6
0.821616305597062,2,6
0.785224853627579,2,6
0.877275385418616,2,6
0.789833491481768,1,6
0.843894411089493,1,6
0.794627264178359,2,6
0.838014312330937,2,6
0.872455654564021,2,6
0.790727988630742,2,6
0.872492020561074,1,6
0.771393737286917,2,6
0.802536890534776,2,6
0.799916400846103,1,6
0.800280944404982,1,6
0.861083339245106,1,6
0.841109171662176,2,6
0.816129001094091,1,6
0.845026235528004,2,6
0.81890484771182,1,6
0.817196553964872,1,6
0.810450420693586,2,6
0.834943066454926,2,6
0.852012810421022,1,6
0.774949282849813,2,6
0.879669849239299,1,6
0.828708089165496,2,6
0.834784338458189,2,6
0.791625662391421,2,6
0.742812037516984,1,6
0.798865116750071,1,6
0.816500067699527,1,6
0.821815177005219,2,6
0.839716919542355,2,6
0.7935035363458,1,6
0.777934327862785,1,6
0.837316271477613,1,6
0.770272030818329,1,6
0.786314515154977,2,6
0.797924708716065,2,6
0.84036772807545,1,6
0.797902371236467,1,6
0.7896127583227,1,6
0.844519306642365,1,6
0.83432092498396,1,6
0.785711920011349,2,6
0.772658864915293,1,6
0.863687864424753,1,6
0.823335411737256,2,6
0.82180308446386,2,6
0.853389829831113,1,6
0.785977226419354,1,6
0.829986364127621,2,6
0.830366737822177,1,6
0.801463144279965,2,6
0.845039866785897,2,6
0.813737275212394,1,6
0.815146270855056,2,6
0.857360242972118,1,6
0.792626955428472,1,6
0.808829793970884,2,6
0.834467813201649,2,6
0.810969858537917,2,6
0.800144547789086,1,6
0.848064308912414,1,6
0.840009254120984,2,6
0.878705988714297,1,6
0.861097003343173,1,6
0.841515451731502,1,6
0.867242405556555,1,6
0.820370477990823,1,6
0.840527941278108,2,6
0.82479755904027,2,6
0.868850734727795,1,6
0.859572510289894,1,6
0.872640777650827,2,6
0.894110216001338,2,6
0.86824995505812,1,6
0.865760156506781,1,6
0.806065920206169,1,6
0.835463457694681,1,6
0.824614532506618,2,6
0.868894983299038,1,6
0.836595062855689,1,6
0.886410649698222,1,6
0.801044853881887,2,6
0.839286849988503,1,6
0.890324596577875,2,6
0.841753751651833,1,6
0.883515339431161,1,6
0.794197238921657,1,6
0.793231883768923,2,6
0.807345718404436,2,6
0.824935251297406,2,6
0.809507426027425,1,6
0.861910580402354,2,6
0.883569107832746,1,6
0.851731026417569,1,6
0.79246302044768,1,6
0.84582147460287,2,6
0.857697424562562,2,6
0.81567296318702,2,6
0.806662161899162,1,6
0.801269913109832,1,6
0.811559961275214,2,6
0.8379327990324,2,6
0.830719798903579,1,6
0.883402145997146,1,6
0.821446824145523,1,6
0.846838047021219,2,6
0.798093221993891,1,6
0.835285359898995,2,6
0.854695822558287,2,6
0.822645165114348,2,6
0.844017546963952,1,6
0.778707809364001,1,6
0.840491844741884,2,6
0.815077543665,2,6
0.878724619064818,1,6
0.851206793783953,2,6
0.831842827727243,2,6
0.855642951687501,1,6
0.826362969470155,2,6
0.781742966982276,1,6
0.890410997743015,2,6
0.850224944658157,1,6
0.847513526185533,2,6
0.83667502063809,1,6
0.787778419294981,2,6
0.885852285346018,1,6
0.806398748648062,1,6
0.847299024315229,1,6
0.851578529284185,1,6
0.833842873513761,2,6
0.807794085666215,1,6
0.843069209736392,1,6
0.810631944501732,2,6
0.847596346811178,2,6
0.806565152261635,2,6
0.814891291003559,2,6
0.877683842421035,2,6
0.830949677267191,1,6
0.883261947154611,1,6
0.821379056845011,2,6
0.876004676180537,1,6
0.844717286245963,2,6
0.852641437017544,2,6
0.824113341039239,2,6
0.809290736521803,2,6
0.8504870135008,1,6
0.847828966309835,2,6
0.813772636643653,2,6
0.882287162594777,1,6
0.865818079053183,1,6
0.819989587707052,2,6
0.891684529440522,2,6
0.830967741409201,2,6
0.83812322635773,1,6
0.899596678949359,2,6
0.831049735102235,2,6
0.793750201533668,1,7
0.860681593584593,1,7
0.847269429673401,2,7
0.817606270852498,1,7
0.768062957914867,1,7
0.795343586590511,1,7
0.842491356278291,1,7
0.83328302174926,1,7
0.82600814795127,2,7
0.807198205812012,1,7
0.794464033151244,1,7
0.847228719176429,2,7
0.837378118098866,1,7
